id;Type;DFTRES;DFTRESshifted;other;othershifted
crowds.5-20.positive;dtmc;13.35624074935913;13.35624074935913;1.9317224025726318;1.9317224025726318
crowds.6-20.positive;dtmc;73.24081659317017;73.24081659317017;1.824244737625122;1.824244737625122
haddad-monmege.100-0.7.target;dtmc;4000;4000;0.0566103458404541;1
cabinets.3-2-true.Unavailability;ma;4.777324438095093;4.777324438095093;54.549681425094604;54.549681425094604
cabinets.3-2-true.Unreliability;ma;129.54247188568115;129.54247188568115;27.990083694458008;27.990083694458008
ftpp.2-2-true.Unavailability;ma;24.300841331481934;24.300841331481934;4000;4000
hecs.false-1-1.Unreliability;ma;4.759004354476929;4.759004354476929;0.06672501564025879;1
hecs.false-2-2.Unreliability;ma;7.154855728149414;7.154855728149414;0.0992898941040039;1
hecs.false-3-2.Unreliability;ma;382.9391417503357;382.9391417503357;0.36127734184265137;1
sms.3-true.Unreliability;ma;3.2233502864837646;3.2233502864837646;0.07167291641235352;1
sms.3-true.Unavailability;ma;3.1788086891174316;3.1788086891174316;13.673052310943604;13.673052310943604
vgs.5-10000.MaxPrReachFailedTB;ma;4000;4000;0.16809439659118652;1
