id;Type;Storm-static;Storm-staticshifted;other;othershifted
bluetooth.1.time;dtmc;4000;4000;10.40230393409729;10.40230393409729
coupon.9-4-5.collect_all_bounded;dtmc;273.86997747421265;273.86997747421265;1.5341312885284424;1.5341312885284424
coupon.9-4-5.exp_draws;dtmc;187.31530928611755;187.31530928611755;1.1719343662261963;1.1719343662261963
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;39.97604060173035;39.97604060173035
coupon.15-4-5.exp_draws;dtmc;4000;4000;1.2022759914398193;1.2022759914398193
crowds.5-20.positive;dtmc;15.45097279548645;15.45097279548645;1.9317224025726318;1.9317224025726318
crowds.6-20.positive;dtmc;115.01229310035706;115.01229310035706;1.824244737625122;1.824244737625122
egl.10-2.messagesB;dtmc;935.5361328125;935.5361328125;1.553748369216919;1.553748369216919
egl.10-2.unfairA;dtmc;823.9160499572754;823.9160499572754;1.6002545356750488;1.6002545356750488
egl.10-8.messagesB;dtmc;4000;4000;2.0175094604492188;2.0175094604492188
egl.10-8.unfairA;dtmc;4000;4000;2.0302135944366455;2.0302135944366455
haddad-monmege.100-0.7.exp_steps;dtmc;4000;4000;0.05856442451477051;1
haddad-monmege.100-0.7.target;dtmc;16000;16000;0.0566103458404541;1
herman.15.steps;dtmc;22.66598153114319;22.66598153114319;4.307504892349243;4.307504892349243
nand.40-4.reliable;dtmc;18.78513479232788;18.78513479232788;1.7625980377197266;1.7625980377197266
nand.60-4.reliable;dtmc;90.2938928604126;90.2938928604126;1.7614624500274658;1.7614624500274658
oscillators.8-10-0.1-1-0.1-1.0.power_consumption;dtmc;193.34556484222412;193.34556484222412;84.61483645439148;84.61483645439148
oscillators.8-10-0.1-1-0.1-1.0.time_to_synch;dtmc;193.17824006080627;193.17824006080627;84.80553030967712;84.80553030967712
cluster.128-2000-20.premium_steady;ctmc;116.69167304039001;116.69167304039001;13.607762813568115;13.607762813568115
cluster.128-2000-20.qos1;ctmc;444.55461621284485;444.55461621284485;445.4874930381775;445.4874930381775
cluster.64-2000-20.below_min;ctmc;611.816163778305;611.816163778305;9.159008741378784;9.159008741378784
embedded.8-12.actuators;ctmc;0.32276344299316406;1;0.3208444118499756;1
embedded.8-12.up_time;ctmc;0.280789852142334;1;0.28497791290283203;1
fms.8.productivity;ctmc;4000;4000;72.18304753303528;72.18304753303528
kanban.5.throughput;ctmc;99.27868247032166;99.27868247032166;18.352652549743652;18.352652549743652
majority.2100.change_state;ctmc;62.66628384590149;62.66628384590149;26.813102960586548;26.813102960586548
mapk_cascade.4-30.activated_time;ctmc;4.023967027664185;4.023967027664185;1.6288795471191406;1.6288795471191406
mapk_cascade.4-30.reactions;ctmc;191.36507272720337;191.36507272720337;1.3415541648864746;1.3415541648864746
philosophers.16-1.MaxPrReachDeadlockTB;ctmc;77.49266505241394;77.49266505241394;76.42004060745239;76.42004060745239
philosophers.16-1.MaxPrReachDeadlock;ctmc;38.9756395816803;38.9756395816803;1.288956880569458;1.288956880569458
philosophers.16-1.MinExpTimeDeadlock;ctmc;44.337116718292236;44.337116718292236;1.3289940357208252;1.3289940357208252
philosophers.20-1.MaxPrReachDeadlockTB;ctmc;4000;4000;4000;4000
philosophers.20-1.MaxPrReachDeadlock;ctmc;4000;4000;1.3371036052703857;1.3371036052703857
philosophers.20-1.MinExpTimeDeadlock;ctmc;4000;4000;1.38535737991333;1.38535737991333
polling.18-16.s1_before_s2;ctmc;186.33288264274597;186.33288264274597;3.9457359313964844;3.9457359313964844
speed-ind.2100.change_state;ctmc;242.87736129760742;242.87736129760742;38.55874681472778;38.55874681472778
beb.4-8-7.LineSeized;mdp;159.44954562187195;159.44954562187195;38.83102536201477;38.83102536201477
beb.5-16-15.LineSeized;mdp;4000;4000;4000;4000
consensus.4-4.disagree;mdp;1.3915112018585205;1.3915112018585205;1.3978123664855957;1.3978123664855957
consensus.4-4.steps_min;mdp;1.4018285274505615;1.4018285274505615;1.4235191345214844;1.4235191345214844
consensus.6-2.disagree;mdp;36.714049100875854;36.714049100875854;10.386704206466675;10.386704206466675
consensus.6-2.steps_min;mdp;41.179983615875244;41.179983615875244;3.718679904937744;3.718679904937744
csma.3-4.all_before_max;mdp;16.82557511329651;16.82557511329651;6.679159879684448;6.679159879684448
csma.3-4.time_max;mdp;17.142479181289673;17.142479181289673;8.936333656311035;8.936333656311035
csma.4-2.all_before_max;mdp;10.372932434082031;10.372932434082031;5.465064287185669;5.465064287185669
csma.4-2.time_max;mdp;10.06827163696289;10.06827163696289;6.475464344024658;6.475464344024658
eajs.5-250-11.ExpUtil;mdp;58.06374669075012;58.06374669075012;19.453673124313354;19.453673124313354
eajs.6-300-13.ExpUtil;mdp;189.03101468086243;189.03101468086243;45.57997536659241;45.57997536659241
echoring.100.MaxOffline1;mdp;58.921613931655884;58.921613931655884;19.00222396850586;19.00222396850586
