id;Type;mcsta;mcstashifted;other;othershifted
coupon.9-4-5.collect_all_bounded;dtmc;28.958747386932373;28.958747386932373;4.847686529159546;4.847686529159546
coupon.9-4-5.exp_draws;dtmc;31.035571575164795;31.035571575164795;4.903221607208252;4.903221607208252
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;4000;4000
coupon.15-4-5.exp_draws;dtmc;4000;4000;19.671817779541016;19.671817779541016
crowds.5-20.positive;dtmc;7.530000448226929;7.530000448226929;2.5337255001068115;2.5337255001068115
crowds.6-20.positive;dtmc;37.32885766029358;37.32885766029358;2.7959890365600586;2.7959890365600586
egl.10-2.messagesB;dtmc;292.29004740715027;292.29004740715027;2.3705031871795654;2.3705031871795654
egl.10-2.unfairA;dtmc;197.91679525375366;197.91679525375366;1.6905262470245361;1.6905262470245361
egl.10-8.messagesB;dtmc;4000;4000;15.811761379241943;15.811761379241943
egl.10-8.unfairA;dtmc;1433.4535908699036;1433.4535908699036;2.835864543914795;2.835864543914795
haddad-monmege.100-0.7.exp_steps;dtmc;16000;16000;0.0586543083190918;1
haddad-monmege.100-0.7.target;dtmc;16000;16000;0.05823087692260742;1
nand.40-4.reliable;dtmc;7.0185158252716064;7.0185158252716064;7.530953407287598;7.530953407287598
nand.60-4.reliable;dtmc;30.964380502700806;30.964380502700806;31.525105476379395;31.525105476379395
cluster.128-2000-20.premium_steady;ctmc;554.3715498447418;554.3715498447418;1.4498915672302246;1.4498915672302246
cluster.128-2000-20.qos1;ctmc;4000;4000;177.70716762542725;177.70716762542725
embedded.8-12.actuators;ctmc;16000;16000;0.6616361141204834;1
embedded.8-12.up_time;ctmc;16000;16000;0.6909940242767334;1
fms.8.productivity;ctmc;4000;4000;23.584816455841064;23.584816455841064
majority.2100.change_state;ctmc;4000;4000;32.444220542907715;32.444220542907715
mapk_cascade.4-30.activated_time;ctmc;7.807526111602783;7.807526111602783;3.711729049682617;3.711729049682617
philosophers.16-1.MaxPrReachDeadlockTB;ctmc;81.24693274497986;81.24693274497986;51.26708960533142;51.26708960533142
philosophers.16-1.MaxPrReachDeadlock;ctmc;14.484102010726929;14.484102010726929;1.4345078468322754;1.4345078468322754
philosophers.16-1.MinExpTimeDeadlock;ctmc;24.108980894088745;24.108980894088745;27.709351062774658;27.709351062774658
philosophers.20-1.MaxPrReachDeadlockTB;ctmc;4000;4000;4000;4000
philosophers.20-1.MaxPrReachDeadlock;ctmc;1311.3094158172607;1311.3094158172607;1.977264404296875;1.977264404296875
philosophers.20-1.MinExpTimeDeadlock;ctmc;4000;4000;128.88317608833313;128.88317608833313
polling.18-16.s1_before_s2;ctmc;248.58886337280273;248.58886337280273;15.528366327285767;15.528366327285767
speed-ind.2100.change_state;ctmc;4000;4000;126.30804967880249;126.30804967880249
beb.4-8-7.LineSeized;mdp;46.398547887802124;46.398547887802124;27.774599313735962;27.774599313735962
beb.5-16-15.LineSeized;mdp;4000;4000;2.48786997795105;2.48786997795105
consensus.4-4.disagree;mdp;4.337080478668213;4.337080478668213;1.4592525959014893;1.4592525959014893
consensus.4-4.steps_min;mdp;3.591623544692993;3.591623544692993;2.243938684463501;2.243938684463501
consensus.6-2.disagree;mdp;82.08800458908081;82.08800458908081;6.0522401332855225;6.0522401332855225
consensus.6-2.steps_min;mdp;96.99260330200195;96.99260330200195;3.6693572998046875;3.6693572998046875
csma.3-4.all_before_max;mdp;5.950003385543823;5.950003385543823;5.371433973312378;5.371433973312378
csma.3-4.time_max;mdp;6.658794164657593;6.658794164657593;7.942528247833252;7.942528247833252
csma.4-2.all_before_max;mdp;3.0694596767425537;3.0694596767425537;5.978857517242432;5.978857517242432
csma.4-2.time_max;mdp;4.363117456436157;4.363117456436157;5.711490869522095;5.711490869522095
eajs.5-250-11.ExpUtil;mdp;17.623847723007202;17.623847723007202;20.642104864120483;20.642104864120483
eajs.6-300-13.ExpUtil;mdp;51.47614073753357;51.47614073753357;43.639577865600586;43.639577865600586
echoring.100.MaxOffline1;mdp;5.541377305984497;5.541377305984497;58.92658519744873;58.92658519744873
elevators.b-11-9.goal;mdp;7.948308229446411;7.948308229446411;3.0427956581115723;3.0427956581115723
