id;Type;Storm;Stormshifted;other;othershifted
bluetooth.1.time;dtmc;10.407439708709717;10.407439708709717;10.356758117675781;10.356758117675781
coupon.9-4-5.collect_all_bounded;dtmc;4.655896425247192;4.655896425247192;5.339758634567261;5.339758634567261
coupon.9-4-5.exp_draws;dtmc;4.46652364730835;4.46652364730835;4.424342393875122;4.424342393875122
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;1726.0039384365082;1726.0039384365082
coupon.15-4-5.exp_draws;dtmc;1389.020504951477;1389.020504951477;1409.3428056240082;1409.3428056240082
crowds.5-20.positive;dtmc;2.8162624835968018;2.8162624835968018;2.551135301589966;2.551135301589966
crowds.6-20.positive;dtmc;2.9586479663848877;2.9586479663848877;3.0188868045806885;3.0188868045806885
egl.10-2.messagesB;dtmc;3.7198030948638916;3.7198030948638916;3.6772022247314453;3.6772022247314453
egl.10-2.unfairA;dtmc;3.813185453414917;3.813185453414917;1.7032315731048584;1.7032315731048584
egl.10-8.messagesB;dtmc;16.53235912322998;16.53235912322998;15.80347228050232;15.80347228050232
egl.10-8.unfairA;dtmc;26.025044202804565;26.025044202804565;2.749143123626709;2.749143123626709
haddad-monmege.100-0.7.exp_steps;dtmc;0.05629229545593262;1;4000;4000
haddad-monmege.100-0.7.target;dtmc;0.05872178077697754;1;4000;4000
herman.15.steps;dtmc;181.08157563209534;181.08157563209534;3.2074711322784424;3.2074711322784424
nand.40-4.reliable;dtmc;8.527657985687256;8.527657985687256;7.421068906784058;7.421068906784058
nand.60-4.reliable;dtmc;34.5156352519989;34.5156352519989;32.551074266433716;32.551074266433716
oscillators.8-10-0.1-1-0.1-1.0.power_consumption;dtmc;210.2073950767517;210.2073950767517;192.95502257347107;192.95502257347107
oscillators.8-10-0.1-1-0.1-1.0.time_to_synch;dtmc;16000;16000;4000;4000
cluster.128-2000-20.premium_steady;ctmc;4000;4000;4000;4000
embedded.8-12.actuators;ctmc;16000;16000;4000;4000
embedded.8-12.up_time;ctmc;16000;16000;4000;4000
fms.8.productivity;ctmc;4000;4000;4000;4000
kanban.5.throughput;ctmc;4000;4000;4000;4000
