id;Type;Storm;Stormshifted;other;othershifted
bluetooth.1.time;dtmc;10.407439708709717;10.407439708709717;4000;4000
coupon.9-4-5.collect_all_bounded;dtmc;4.655896425247192;4.655896425247192;4000;4000
coupon.9-4-5.exp_draws;dtmc;4.46652364730835;4.46652364730835;4000;4000
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;4000;4000
coupon.15-4-5.exp_draws;dtmc;1389.020504951477;1389.020504951477;4000;4000
crowds.5-20.positive;dtmc;2.8162624835968018;2.8162624835968018;4000;4000
crowds.6-20.positive;dtmc;2.9586479663848877;2.9586479663848877;4000;4000
egl.10-2.messagesB;dtmc;3.7198030948638916;3.7198030948638916;4000;4000
egl.10-2.unfairA;dtmc;3.813185453414917;3.813185453414917;4000;4000
egl.10-8.messagesB;dtmc;16.53235912322998;16.53235912322998;4000;4000
egl.10-8.unfairA;dtmc;26.025044202804565;26.025044202804565;4000;4000
haddad-monmege.100-0.7.exp_steps;dtmc;0.05629229545593262;1;4000;4000
haddad-monmege.100-0.7.target;dtmc;0.05872178077697754;1;4000;4000
herman.15.steps;dtmc;181.08157563209534;181.08157563209534;4000;4000
nand.40-4.reliable;dtmc;8.527657985687256;8.527657985687256;4000;4000
nand.60-4.reliable;dtmc;34.5156352519989;34.5156352519989;4000;4000
oscillators.8-10-0.1-1-0.1-1.0.power_consumption;dtmc;210.2073950767517;210.2073950767517;4000;4000
oscillators.8-10-0.1-1-0.1-1.0.time_to_synch;dtmc;16000;16000;4000;4000
cluster.128-2000-20.premium_steady;ctmc;16000;16000;4000;4000
embedded.8-12.actuators;ctmc;16000;16000;4000;4000
embedded.8-12.up_time;ctmc;16000;16000;4000;4000
fms.8.productivity;ctmc;120.10231924057007;120.10231924057007;4000;4000
kanban.5.throughput;ctmc;16000;16000;4000;4000
mapk_cascade.4-30.activated_time;ctmc;4000;4000;4000;4000
philosophers.16-1.MaxPrReachDeadlock;ctmc;1.5224509239196777;1.5224509239196777;4000;4000
philosophers.16-1.MinExpTimeDeadlock;ctmc;4000;4000;4000;4000
philosophers.20-1.MaxPrReachDeadlock;ctmc;2.044778823852539;2.044778823852539;4000;4000
philosophers.20-1.MinExpTimeDeadlock;ctmc;4000;4000;4000;4000
polling.18-16.s1_before_s2;ctmc;4000;4000;4000;4000
beb.4-8-7.LineSeized;mdp;32.44777822494507;32.44777822494507;4000;4000
beb.5-16-15.LineSeized;mdp;4000;4000;4000;4000
consensus.4-4.disagree;mdp;4000;4000;4000;4000
consensus.4-4.steps_min;mdp;4000;4000;4000;4000
consensus.6-2.disagree;mdp;4000;4000;4000;4000
consensus.6-2.steps_min;mdp;3.609356164932251;3.609356164932251;4000;4000
csma.3-4.all_before_max;mdp;6.182638168334961;6.182638168334961;4000;4000
csma.3-4.time_max;mdp;4000;4000;4000;4000
csma.4-2.all_before_max;mdp;6.9316794872283936;6.9316794872283936;4000;4000
csma.4-2.time_max;mdp;4000;4000;4000;4000
eajs.5-250-11.ExpUtil;mdp;19.410677671432495;19.410677671432495;4000;4000
eajs.6-300-13.ExpUtil;mdp;45.23035383224487;45.23035383224487;4000;4000
echoring.100.MaxOffline1;mdp;59.86336040496826;59.86336040496826;4000;4000
elevators.b-11-9.goal;mdp;8.91723370552063;8.91723370552063;4000;4000
exploding-blocksworld.10.goal;mdp;4000;4000;4000;4000
firewire.false-36-800.deadline;mdp;27.43579864501953;27.43579864501953;4000;4000
pacman.100.crash;mdp;72.00539875030518;72.00539875030518;4000;4000
pacman.60.crash;mdp;31.746829986572266;31.746829986572266;4000;4000
pnueli-zuck.5.live;mdp;0.9615771770477295;1;4000;4000
pnueli-zuck.10.live;mdp;2.2538836002349854;2.2538836002349854;4000;4000
rabin.10.live;mdp;1.8831770420074463;1.8831770420074463;4000;4000
rectangle-tireworld.11.goal;mdp;22.943785429000854;22.943785429000854;4000;4000
resource-gathering.1300-100-100.expgold;mdp;47.466766595840454;47.466766595840454;4000;4000
resource-gathering.1300-100-100.expsteps;mdp;4000;4000;4000;4000
resource-gathering.1300-100-100.prgoldgem;mdp;50.82344913482666;50.82344913482666;4000;4000
tireworld.45.goal;mdp;4000;4000;4000;4000
triangle-tireworld.441.goal;mdp;4000;4000;4000;4000
wlan.4-0.sent;mdp;2.22442889213562;2.22442889213562;4000;4000
wlan.4-0.cost_min;mdp;5.9681556224823;5.9681556224823;4000;4000
wlan.5-0.sent;mdp;3.366090774536133;3.366090774536133;4000;4000
wlan.5-0.cost_min;mdp;12.610655546188354;12.610655546188354;4000;4000
wlan.6-0.sent;mdp;5.840109348297119;5.840109348297119;4000;4000
wlan.6-0.cost_min;mdp;40.66728639602661;40.66728639602661;4000;4000
zenotravel.4-2-2.goal;mdp;6.977262020111084;6.977262020111084;4000;4000
zeroconf.1000-8-false.correct_max;mdp;4000;4000;4000;4000
zeroconf.1000-8-false.correct_min;mdp;31.598219633102417;31.598219633102417;4000;4000
cabinets.3-2-true.Unavailability;ma;8000;8000;4000;4000
dpm.6-6-5.PminQueue1Full;ma;4000;4000;4000;4000
ftpp.2-2-true.Unavailability;ma;4000;4000;4000;4000
ftwc.8-5.TimeMax;ma;4000;4000;4000;4000
ftwc.8-5.TimeMin;ma;4000;4000;4000;4000
readers-writers.40.exp_time_many_requests;ma;4000;4000;4000;4000
sms.3-true.Unavailability;ma;13.434968948364258;13.434968948364258;4000;4000
stream.1000.exp_buffertime;ma;9.737785339355469;9.737785339355469;4000;4000
stream.1000.pr_underrun;ma;2.676541566848755;2.676541566848755;4000;4000
vgs.5-10000.MinExpTimeFailed;ma;0.17017889022827148;1;4000;4000
firewire-pta.30-5000.eventually;pta;57.142983198165894;57.142983198165894;4000;4000
wlan-large.2.E_or;pta;45.649383306503296;45.649383306503296;4000;4000
wlan-large.2.P_max;pta;9.272659063339233;9.272659063339233;4000;4000
zeroconf-pta.200.incorrect;pta;0.3793656826019287;1;4000;4000
