id;Type;Storm;Stormshifted;other;othershifted
bluetooth.1.time;dtmc;10.366326808929443;10.366326808929443;18.34593915939331;18.34593915939331
coupon.9-4-5.collect_all_bounded;dtmc;4.663182973861694;4.663182973861694;31.393735647201538;31.393735647201538
coupon.9-4-5.exp_draws;dtmc;4.490706443786621;4.490706443786621;30.969996690750122;30.969996690750122
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;4000;4000
coupon.15-4-5.exp_draws;dtmc;1398.2003831863403;1398.2003831863403;4000;4000
crowds.5-20.positive;dtmc;2.6328952312469482;2.6328952312469482;7.716775894165039;7.716775894165039
crowds.6-20.positive;dtmc;2.9710896015167236;2.9710896015167236;38.592076778411865;38.592076778411865
egl.10-2.messagesB;dtmc;3.7900478839874268;3.7900478839874268;286.7274241447449;286.7274241447449
egl.10-2.unfairA;dtmc;3.8154256343841553;3.8154256343841553;54.00314116477966;54.00314116477966
egl.10-8.messagesB;dtmc;16.46184253692627;16.46184253692627;99.07485222816467;99.07485222816467
egl.10-8.unfairA;dtmc;26.065330743789673;26.065330743789673;17.49091148376465;17.49091148376465
haddad-monmege.100-0.7.exp_steps;dtmc;0.0590822696685791;1;4000;4000
haddad-monmege.100-0.7.target;dtmc;0.05773663520812988;1;4000;4000
herman.15.steps;dtmc;4.2475574016571045;4.2475574016571045;16.05742835998535;16.05742835998535
nand.40-4.reliable;dtmc;8.706298112869263;8.706298112869263;6.934811353683472;6.934811353683472
nand.60-4.reliable;dtmc;36.33254337310791;36.33254337310791;31.547567129135132;31.547567129135132
oscillators.8-10-0.1-1-0.1-1.0.power_consumption;dtmc;210.66841912269592;210.66841912269592;85.91794991493225;85.91794991493225
oscillators.8-10-0.1-1-0.1-1.0.time_to_synch;dtmc;208.13939428329468;208.13939428329468;86.5793526172638;86.5793526172638
cluster.128-2000-20.premium_steady;ctmc;174.51093459129333;174.51093459129333;67.62052202224731;67.62052202224731
cluster.128-2000-20.qos1;ctmc;457.11889815330505;457.11889815330505;629.9062688350677;629.9062688350677
cluster.64-2000-20.below_min;ctmc;932.2671298980713;932.2671298980713;51.32397675514221;51.32397675514221
embedded.8-12.actuators;ctmc;0.761833667755127;1;1.6637887954711914;1.6637887954711914
embedded.8-12.up_time;ctmc;0.720970869064331;1;1.6678879261016846;1.6678879261016846
fms.8.productivity;ctmc;4000;4000;91.39933586120605;91.39933586120605
kanban.5.throughput;ctmc;259.62618041038513;259.62618041038513;30.526582956314087;30.526582956314087
majority.2100.change_state;ctmc;65.37557935714722;65.37557935714722;97.3213300704956;97.3213300704956
mapk_cascade.4-30.activated_time;ctmc;5.82468318939209;5.82468318939209;9.742437362670898;9.742437362670898
mapk_cascade.4-30.reactions;ctmc;235.37866401672363;235.37866401672363;256.40979194641113;256.40979194641113
philosophers.16-1.MaxPrReachDeadlockTB;ctmc;105.54289889335632;105.54289889335632;84.2539849281311;84.2539849281311
philosophers.16-1.MaxPrReachDeadlock;ctmc;1.5427393913269043;1.5427393913269043;14.378597259521484;14.378597259521484
philosophers.16-1.MinExpTimeDeadlock;ctmc;34.423086404800415;34.423086404800415;26.42363739013672;26.42363739013672
philosophers.20-1.MaxPrReachDeadlockTB;ctmc;4000;4000;4000;4000
philosophers.20-1.MaxPrReachDeadlock;ctmc;1.940492868423462;1.940492868423462;1797.438803911209;1797.438803911209
