id;Type;mcsta;mcstashifted;other;othershifted
coupon.9-4-5.collect_all_bounded;dtmc;106.22704076766968;106.22704076766968;4.663182973861694;4.663182973861694
coupon.9-4-5.exp_draws;dtmc;137.42727637290955;137.42727637290955;4.490706443786621;4.490706443786621
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;4000;4000
coupon.15-4-5.exp_draws;dtmc;4000;4000;1398.2003831863403;1398.2003831863403
crowds.5-20.positive;dtmc;18.294049739837646;18.294049739837646;2.6328952312469482;2.6328952312469482
crowds.6-20.positive;dtmc;91.42671537399292;91.42671537399292;2.9710896015167236;2.9710896015167236
egl.10-2.messagesB;dtmc;382.9014148712158;382.9014148712158;3.7900478839874268;3.7900478839874268
egl.10-2.unfairA;dtmc;258.4305090904236;258.4305090904236;3.8154256343841553;3.8154256343841553
egl.10-8.messagesB;dtmc;4000;4000;16.46184253692627;16.46184253692627
egl.10-8.unfairA;dtmc;4000;4000;17.49091148376465;17.49091148376465
haddad-monmege.100-0.7.exp_steps;dtmc;4000;4000;0.0590822696685791;1
haddad-monmege.100-0.7.target;dtmc;4000;4000;0.05773663520812988;1
nand.40-4.reliable;dtmc;17.755635261535645;17.755635261535645;8.706298112869263;8.706298112869263
nand.60-4.reliable;dtmc;86.37664031982422;86.37664031982422;36.33254337310791;36.33254337310791
embedded.8-12.actuators;ctmc;54.405839681625366;54.405839681625366;0.761833667755127;1
embedded.8-12.up_time;ctmc;43.34428024291992;43.34428024291992;0.720970869064331;1
mapk_cascade.4-30.activated_time;ctmc;12.471251487731934;12.471251487731934;5.82468318939209;5.82468318939209
philosophers.16-1.MaxPrReachDeadlock;ctmc;51.435293674468994;51.435293674468994;1.5427393913269043;1.5427393913269043
philosophers.16-1.MinExpTimeDeadlock;ctmc;59.85917258262634;59.85917258262634;34.423086404800415;34.423086404800415
philosophers.20-1.MaxPrReachDeadlock;ctmc;4000;4000;1.940492868423462;1.940492868423462
philosophers.20-1.MinExpTimeDeadlock;ctmc;4000;4000;4000;4000
polling.18-16.s1_before_s2;ctmc;494.3154742717743;494.3154742717743;45.16190147399902;45.16190147399902
