id;Type;Storm-static;Storm-staticshifted;other;othershifted
bluetooth.1.time;dtmc;12.24734902381897;12.24734902381897;17.805126667022705;17.805126667022705
coupon.9-4-5.collect_all_bounded;dtmc;4.837682008743286;4.837682008743286;31.393735647201538;31.393735647201538
coupon.9-4-5.exp_draws;dtmc;4.401174306869507;4.401174306869507;30.969996690750122;30.969996690750122
coupon.15-4-5.collect_all_bounded;dtmc;4000;4000;4000;4000
coupon.15-4-5.exp_draws;dtmc;1495.696308851242;1495.696308851242;4000;4000
crowds.5-20.positive;dtmc;2.5483968257904053;2.5483968257904053;7.716775894165039;7.716775894165039
crowds.6-20.positive;dtmc;2.7979609966278076;2.7979609966278076;38.592076778411865;38.592076778411865
egl.10-2.messagesB;dtmc;3.6952710151672363;3.6952710151672363;3.323509931564331;3.323509931564331
egl.10-2.unfairA;dtmc;1.6944959163665771;1.6944959163665771;1.8639512062072754;1.8639512062072754
egl.10-8.messagesB;dtmc;15.687709331512451;15.687709331512451;99.43871903419495;99.43871903419495
egl.10-8.unfairA;dtmc;2.765669584274292;2.765669584274292;17.61607336997986;17.61607336997986
haddad-monmege.100-0.7.exp_steps;dtmc;0.058670997619628906;1;1.6276671886444092;1.6276671886444092
haddad-monmege.100-0.7.target;dtmc;0.05738496780395508;1;4.742913484573364;4.742913484573364
herman.15.steps;dtmc;3.202493906021118;3.202493906021118;15.919564008712769;15.919564008712769
nand.40-4.reliable;dtmc;7.807588577270508;7.807588577270508;6.934811353683472;6.934811353683472
nand.60-4.reliable;dtmc;33.888845682144165;33.888845682144165;31.547567129135132;31.547567129135132
oscillators.8-10-0.1-1-0.1-1.0.power_consumption;dtmc;189.28172898292542;189.28172898292542;86.09223508834839;86.09223508834839
oscillators.8-10-0.1-1-0.1-1.0.time_to_synch;dtmc;193.01730251312256;193.01730251312256;86.25383281707764;86.25383281707764
cluster.128-2000-20.premium_steady;ctmc;175.18121123313904;175.18121123313904;65.6035807132721;65.6035807132721
cluster.128-2000-20.qos1;ctmc;581.1152684688568;581.1152684688568;635.9573822021484;635.9573822021484
cluster.64-2000-20.below_min;ctmc;1238.8674402236938;1238.8674402236938;51.29620695114136;51.29620695114136
embedded.8-12.actuators;ctmc;0.6642203330993652;1;1.665952205657959;1.665952205657959
embedded.8-12.up_time;ctmc;0.6937885284423828;1;1.674776315689087;1.674776315689087
fms.8.productivity;ctmc;4000;4000;91.71955871582031;91.71955871582031
kanban.5.throughput;ctmc;258.62869787216187;258.62869787216187;30.594868183135986;30.594868183135986
majority.2100.change_state;ctmc;65.05634808540344;65.05634808540344;97.7777988910675;97.7777988910675
mapk_cascade.4-30.activated_time;ctmc;5.8338963985443115;5.8338963985443115;9.742437362670898;9.742437362670898
mapk_cascade.4-30.reactions;ctmc;229.47280192375183;229.47280192375183;255.8859715461731;255.8859715461731
